"SAMPLE","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R670-A_Gain","R670-H_Gain","R730-A_Gain","R730-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B710-A_Gain","B710-H_Gain","V450-A_Gain","V450-H_Gain","V525-A_Gain","V525-H_Gain","V610-A_Gain","V610-H_Gain","V670-A_Gain","V670-H_Gain","Y590-A_Gain","Y590-H_Gain","Y615-A_Gain","Y615-H_Gain","Y710-A_Gain","Y710-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R670-A","R670-H","R730-A","R730-H","R780-A","R780-H","B530-A","B530-H","B710-A","B710-H","V450-A","V450-H","V525-A","V525-H","V610-A","V610-H","V670-A","V670-H","Y590-A","Y590-H","Y615-A","Y615-H","Y710-A","Y710-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor"
"31-JUL-2024",2024-07-31,11H 8M 4S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,59330.2421875,60203.96484375,63756.5,112306.37890625,63452.12890625,115519,497.639984130859,538,417.299987792969,456,531.9599609375,585,163.179992675781,181,270.600006103516,306,223.5,229,100.5,118,103.5,148.5,311.25,344.5,221.604995727539,317,107.419998168945,168,196.800003051758,277,277.160003662109,380,NA,NA,NA,NA,NA,NA,NA,NA
"31-JUL-2024",2024-07-31,11H 8M 44S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,58220.98046875,61373.91796875,61058.5,114647.0703125,65112.396484375,115178,505.439971923828,516.5,425.879974365234,445,541.320007324219,567,161.539993286133,173,262.399993896484,286,282.75,224,108,117,109.5,143,340.5,330,291.510009765625,310.5,139.809997558594,161,247.229995727539,265,360.389984130859,376,NA,NA,NA,NA,NA,NA,NA,NA
"30-JUL-2024",2024-07-30,14H 12M 15S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43951.931640625,62241.681640625,45211.5,111119.8359375,62858.638671875,115274.5,478.919982910156,546,393.119995117188,459,515.579956054688,592,167.279998779297,184,269.369995117188,301,219.75,228,101.25,116,100.5,138,312.75,356,224.679992675781,326,109.879997253418,181,192.289993286133,281,275.109985351562,387,NA,NA,NA,NA,NA,NA,NA,NA
"30-JUL-2024",2024-07-30,14H 12M 59S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44780.361328125,63466.421875,45250.5,115614.2578125,65548.796875,115398,529.619995117188,546.5,439.139984130859,462,564.329986572266,590,173.430000305176,183,285.769989013672,312.5,288,229,112.5,117,119.25,142,360.375,354,306.884994506836,331,151.289993286133,184,266.705001831055,285,379.25,391,NA,NA,NA,NA,NA,NA,NA,NA
"29-JUL-2024",2024-07-29,10H 14M 15S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,42081.94921875,62189.0546875,43183.5,113549.91015625,63500.94921875,116676,467.219970703125,575,353.339996337891,442,422.759979248047,543,159.080001831055,170.5,251.739990234375,286,216.75,235,100.5,121,100.5,150,285,321,211.559997558594,308,101.680000305176,165,178.349990844727,260,245.179992675781,348,NA,NA,NA,NA,NA,NA,NA,NA
"29-JUL-2024",2024-07-29,10H 14M 55S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,42992.51953125,63455.234375,43335,117321.5,65836.5078125,116574,565.5,582,429.779998779297,446,513.239990234375,542,166.459991455078,173,268.959991455078,287,286.5,233,111.75,122,122.25,157,333,326,293.559997558594,311,143.910003662109,167,246,261,337.019989013672,348,NA,NA,NA,NA,NA,NA,NA,NA
"26-JUL-2024",2024-07-26,9H 39M 4S,"Unknown","LSRII","1","Administrator",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43658.51953125,61779.57421875,45759,108995.21875,62372.80859375,114041,502.319976806641,558,396.239990234375,446,503.879974365234,565,167.279998779297,182,274.700012207031,326,222,228,104.25,126,111,149,310.5,363,228.369995117188,337,115.620002746582,192,190.240005493164,275,261.989990234375,373,55.91,0,20.61,38.4,0.78,0.82,0.75,0.41
"26-JUL-2024",2024-07-26,9H 40M 5S,"Unknown","LSRII","1","Administrator",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44341.5390625,62703.91015625,45306,112371.15625,65064.81640625,113019,510.899993896484,530,404.819976806641,422,514.019958496094,539,161.539993286133,170,266.5,297,284.25,220,110.25,121,114.75,143,335.25,339,290.279998779297,317,144.729995727539,177,246,260,342.350006103516,357,55.91,0,20.61,38.4,0.78,0.82,0.75,0.41
"25-JUL-2024",2024-07-25,10H 39M 16S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43887.1796875,62323.84375,45326,110283.4375,62921.0703125,114282,475.799987792969,557,386.099975585938,457,495.299987792969,573,159.899993896484,176,267.320007324219,312,219,220,99.75,120,99,137,302.25,338,223.039993286133,324,109.059997558594,184,191.470001220703,279,269.369995117188,383,NA,NA,NA,NA,NA,NA,NA,NA
"25-JUL-2024",2024-07-25,10H 39M 58S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44580.5625,63520.484375,45206,114854.9375,65689.9453125,114328,526.5,546,430.559997558594,453,538.97998046875,568,164,176,274.700012207031,308,289.5,218,108.75,118,115.5,140,339,332,301.760009765625,323,145.959991455078,178,261.989990234375,274,364.489990234375,382,NA,NA,NA,NA,NA,NA,NA,NA
"24-JUL-2024",2024-07-24,10H 1M 3S,"Unknown","LSRII","1","Administrator",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43142.7421875,61711.3125,45451.5,108534.7890625,62736.083984375,113057,463.319976806641,520.5,404.039978027344,448,508.559967041016,570,155.800003051758,169,246.409996032715,288,215.625,217.5,99,113,90,134.5,285,337.5,202.539993286133,314,100.654998779297,174,175.889999389648,274,248.459991455078,382,55.91,0,20.61,38.4,0.78,0.82,0.75,0.41
"24-JUL-2024",2024-07-24,10H 1M 47S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44282.341796875,63231.703125,45608,112852.5,64992.248046875,113723,526.889984130859,554,439.139984130859,457,553.799957275391,588,164.81999206543,177,273.059997558594,308.5,291,227,113.25,118,121.5,152,344.25,352,301.759994506836,327,148.009994506836,183,266.089996337891,289,376.380004882812,394,NA,NA,NA,NA,NA,NA,NA,NA
"23-JUL-2024",2024-07-23,10H 57M 32S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44272.349609375,62941.23046875,45107.5,112262.1015625,62936.822265625,116322,335.399993896484,535,310.440002441406,467,368.159973144531,599.5,170.150001525879,182,280.440002441406,318.5,223.5,222,102.75,121,105.75,141,320.25,358.5,226.31999206543,338,113.979995727539,191,198.849990844727,291,284.540008544922,402.5,NA,NA,NA,NA,NA,NA,NA,NA
"23-JUL-2024",2024-07-23,10H 58M 17S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45207.7109375,64238.26953125,45127.5,118692.12890625,66583.87109375,116616,520.260009765625,541.5,450.059997558594,470,578.759948730469,599,177.940002441406,184,296.839996337891,314,299.25,222,116.25,120,120,140,366.75,356,320.004989624023,339,157.850006103516,190,277.980010986328,290,394.419982910156,410,NA,NA,NA,NA,NA,NA,NA,NA
"22-JUL-2024",2024-07-22,10H 43M 44S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43502.75,64395.1015625,43457,119654.3984375,65116.169921875,119784,46.0199966430664,119,31.1999988555908,107,36.6599998474121,124,179.580001831055,192,297.660003662109,331,200.25,222,83.25,114,91.5,138,297,348.5,152.929992675781,347,78.7200012207031,183,139.399993896484,302,202.539993286133,426,NA,NA,NA,NA,NA,NA,NA,NA
"22-JUL-2024",2024-07-22,10H 44M 53S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44239.05078125,65775.76171875,43071,124848.28125,68130.3046875,119829.5,563.159973144531,564,476.579986572266,482,606.059997558594,621,186.139999389648,190,314.059997558594,324,304.125,218,113.25,111,123,143,366.75,340,339.889984130859,350,171.175003051758,196,305.040008544922,314,424.964996337891,423,NA,NA,NA,NA,NA,NA,NA,NA
"19-JUL-2024",2024-07-19,10H 11M 26S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43781.359375,62231.4921875,44980,108946.015625,62691.4453125,113384,478.139984130859,545,322.139984130859,368,394.679992675781,455,168.919998168945,193,229.599990844727,271,221.25,233,100.5,116,97.5,141,255.75,296,237.800003051758,346,109.879997253418,185,154.56999206543,230,207.050003051758,291,NA,NA,NA,NA,NA,NA,NA,NA
"19-JUL-2024",2024-07-19,10H 12M 12S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44499.900390625,63774.44921875,44684.5,114398.60546875,65759.5859375,113976.5,535.079956054688,547,350.220001220703,370,428.219970703125,458,177.119995117188,192,238.209999084473,270,290.25,236,110.25,116,113.25,143,290.25,298,318.980010986328,343.5,150.059997558594,183,208.690002441406,230,278.389984130859,290,NA,NA,NA,NA,NA,NA,NA,NA
"18-JUL-2024",2024-07-18,9H 40M 53S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45024.931640625,63144.455078125,46199.5,113138.67578125,64747.9375,114410,570.569976806641,574.5,496.079986572266,517.5,629.849975585938,655.5,175.889999389648,190,273.880004882812,310,288.375,228,106.875,124,92.25,118,300.375,293.5,1.63999998569489,52,1.23000001907349,48,11.4799995422363,45,17.0149993896484,49,NA,NA,NA,NA,NA,NA,NA,NA
"18-JUL-2024",2024-07-18,10H 44M 12S,"Unknown","LSRII","1","Administrator",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44916.51953125,62847.98046875,46391,111773.3828125,63309.53125,115221,555.359985351562,603,470.339996337891,512,601.380004882812,669,173.839996337891,189,275.519989013672,330,232.5,244,106.5,120,101.25,145,261,305,249.690002441406,361,120.129997253418,191,210.330001831055,303,304.630004882812,430,55.91,0,20.61,38.4,0.78,0.82,0.75,0.41
"18-JUL-2024",2024-07-18,9H 36M 9S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,42699.48046875,63129.6328125,43555,114220.2578125,65112.6875,114907,598.259948730469,605,507.779968261719,532,645.059997558594,667,179.580001831055,185,280.440002441406,297,285.75,231,108.75,114,108,137,300,300,3.27999997138977,43,1.63999998569489,51,14.3499994277954,47,18.0399990081787,52,NA,NA,NA,NA,NA,NA,NA,NA
"18-JUL-2024",2024-07-18,10H 45M 5S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45694.259765625,64017.869140625,46259,115450.66796875,65878.44921875,114512,572.129974365234,583.5,475.799987792969,494,614.639953613281,655,177.940002441406,181,268.959991455078,296,296.25,236.5,110.625,115,108.75,137,294.375,293,321.235000610352,346,142.884994506836,175,265.679992675781,288.5,396.880004882812,409.5,NA,NA,NA,NA,NA,NA,NA,NA
"16-JUL-2024",2024-07-16,10H 59M 31S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44232.759765625,62459.9765625,45323,108910.7578125,63394.04296875,111987.5,583.829986572266,632,501.539978027344,545,623.219970703125,685,170.559997558594,186,273.059997558594,320,226.5,231,99.75,120,98.25,137,270,300,238.209991455078,352,111.930000305176,181,204.589996337891,297,296.429992675781,428,NA,NA,NA,NA,NA,NA,NA,NA
"16-JUL-2024",2024-07-16,11H 0M 2S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44833.271484375,63605.01953125,45061,113511.77734375,66268.8984375,112222.5,629.4599609375,631.5,544.049987792969,541,667.679992675781,684,178.759994506836,185,292.739990234375,317,294.75,229,107.25,118,105.75,138,305.25,300,325.130004882812,356,153.339996337891,182.5,276.544998168945,300,400.160003662109,426,NA,NA,NA,NA,NA,NA,NA,NA
"15-JUL-2024",2024-07-15,13H 27M 4S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44051.830078125,61717.978515625,45852,108661.4765625,63242.224609375,112212,539.369995117188,636,475.799987792969,562,589.289978027344,694.5,173.020004272461,189,276.339996337891,318,231,231,100.5,118,96,137,271.875,309,234.110000610352,354,108.23999786377,182,202.539993286133,300,294.380004882812,428.5,NA,NA,NA,NA,NA,NA,NA,NA
"15-JUL-2024",2024-07-15,13H 27M 30S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44062.5625,61899.7109375,45628,109020.23046875,63408.52734375,112105.5,551.4599609375,631,489.059967041016,552,598.259948730469,683,173.020004272461,188,277.160003662109,319.5,228.75,230,99,117,94.5,136,269.25,304,230.419998168945,346,109.879997253418,182,200.490005493164,294,296.839996337891,427,NA,NA,NA,NA,NA,NA,NA,NA
"12-JUL-2024",2024-07-12,8H 9M 5S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44350.421875,62502.83203125,46078,109031.296875,61834.265625,114988,550.679992675781,608,430.559997558594,472,547.559997558594,612,173.839996337891,203,259.940002441406,305,230.25,245,103.5,123,105.75,146,258,306,233.289993286133,349,111.110000610352,192,178.759994506836,278,262.399993896484,392,NA,NA,NA,NA,NA,NA,NA,NA
"12-JUL-2024",2024-07-12,8H 9M 58S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45245.44921875,63488.421875,46340.5,114027.55859375,65105.53515625,114626,585,609.5,450.839996337891,469,568.619995117188,606,184.5,205,277.980010986328,304.5,296.625,241,114.75,123,121.5,147,296.25,309,331.279998779297,353,157.235000610352,190.5,261.78498840332,279,373.714996337891,388,NA,NA,NA,NA,NA,NA,NA,NA
"11-JUL-2024",2024-07-11,13H 2M 39S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44821.0625,61981.53125,47063,108282.640625,62830.8515625,112515,556.919982910156,610,442.259979248047,477,558.47998046875,611,174.660003662109,188,270.600006103516,311,230.25,236,102.75,114,99.75,140,271.5,313,234.110000610352,346,111.110000610352,185,184.089996337891,280,260.350006103516,384,NA,NA,NA,NA,NA,NA,NA,NA
"11-JUL-2024",2024-07-11,13H 4M 51S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45359.78125,62969.84375,46861,111930.8203125,65252.76953125,112163,585.779968261719,603,464.879974365234,473,580.320007324219,606,177.119995117188,185,273.880004882812,299,295.5,235,110.25,112,109.5,140,307.5,308,316.109985351562,344,148.830001831055,181,255.429992675781,269,359.980010986328,376,NA,NA,NA,NA,NA,NA,NA,NA
"10-JUL-2024",2024-07-10,10H 10M 7S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44293.810546875,61803.5546875,46106.5,106714.38671875,61818.3125,112547,502.319976806641,653,438.749984741211,544,523.380004882812,673,173.020004272461,190,275.519989013672,308,225.75,226,104.25,123,96.75,138,270.75,311,233.289993286133,358,112.339996337891,187,194.544998168945,295,285.359985351562,415,NA,NA,NA,NA,NA,NA,NA,NA
"10-JUL-2024",2024-07-10,10H 10M 33S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45056.009765625,62863.564453125,45888.5,112144.8359375,65348.447265625,112600,649.739990234375,653,538.97998046875,543,651.299987792969,671.5,179.580001831055,187,283.720001220703,305,290.25,226,112.5,123,109.875,139.5,305.25,311,329.230010986328,357,155.389999389648,190,271.214996337891,298,396.264999389648,414,NA,NA,NA,NA,NA,NA,NA,NA
"09-JUL-2024",2024-07-09,11H 26M 59S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44588.69921875,61814.515625,46930,107704.12890625,62710.95703125,112163.5,552.239990234375,622,459.419982910156,530,588.899963378906,673,174.660003662109,200,278.799987792969,312,231,237,104.25,122,96,129,274.875,312,225.5,341,103.319999694824,183,187.779998779297,295,268.549987792969,406,NA,NA,NA,NA,NA,NA,NA,NA
"09-JUL-2024",2024-07-09,11H 28M 7S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45358.30078125,62863.515625,46941,111794.6953125,65283.93359375,111963,609.9599609375,614,513.239990234375,530,641.940002441406,673,180.399993896484,198,283.720001220703,305,297.75,234,111,120,111.75,133,311.25,310,321.850006103516,345,149.240005493164,186,261.579986572266,291,384.579986572266,401,NA,NA,NA,NA,NA,NA,NA,NA
"03-JUL-2024",2024-07-03,8H 41M 17S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44513.9609375,62257.94921875,46327,108761.515625,62997.5703125,112606,407.159973144531,496,259.739990234375,326,296.399993896484,387,159.899993896484,170,203.360000610352,249,213.75,222,96.75,118,78.75,130,243,275,218.119995117188,311,97.9899978637695,167,140.630004882812,207,179.169998168945,251,NA,NA,NA,NA,NA,NA,NA,NA
"03-JUL-2024",2024-07-03,8H 43M 6S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44864.71875,63313.18359375,45887,112467.1015625,65523.84765625,112191,469.559997558594,478,290.940002441406,309,336.959991455078,359,159.899993896484,167,206.639999389648,235,276,216,102,116,92.25,133,266.25,267,283.309997558594,303,123.409996032715,161,181.630004882812,202,227.959991455078,242,NA,NA,NA,NA,NA,NA,NA,NA
"02-JUL-2024",2024-07-02,9H 52M 8S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,43964.87890625,62130.8359375,45718,110109.6015625,63224.84765625,113674,381.419982910156,482,250.379989624023,319,291.720001220703,385,158.259994506836,176,207.459991455078,246,213,238,90.75,112,71.25,124,243.75,276,216.889999389648,307,96.3499984741211,164,139.809997558594,210,183.679992675781,262,NA,NA,NA,NA,NA,NA,NA,NA
"02-JUL-2024",2024-07-02,9H 54M 32S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44638.28125,63373.677734375,45512,113813.94921875,65389.298828125,113820,467.219970703125,483,294.839996337891,313.5,345.539978027344,374,161.539993286133,182,214.839996337891,243,279,237,98.25,112,96,132,272.25,281,288.230010986328,314,127.099998474121,165,183.270004272461,205.5,243.130004882812,255,NA,NA,NA,NA,NA,NA,NA,NA
"28-JUN-2024",2024-06-28,9H 20M 11S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,44725.23046875,61764.4296875,47075.5,106200.65625,61699.52734375,112360.5,491.399993896484,546,428.999969482422,471,531.179992675781,582,167.279998779297,182,255.020004272461,298,223.5,244,97.5,124,91.5,138,259.5,305,223.860000610352,336,104.139999389648,178,180.399993896484,272,275.519989013672,397,NA,NA,NA,NA,NA,NA,NA,NA
"28-JUN-2024",2024-06-28,9H 21M 24S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45629.140625,63092.7421875,46988,112567.9609375,65150.34765625,112924,532.739990234375,550,463.319976806641,479,574.079956054688,599,174.660003662109,181,271.419982910156,298,289.5,241,105.75,123,102.75,143,291.75,302,320.619995117188,344,147.190002441406,180,255.839996337891,274,388.269989013672,404,NA,NA,NA,NA,NA,NA,NA,NA
"27-JUN-2024",2024-06-27,8H 30M 43S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45669.1015625,61625.62109375,48232,109934.9375,63367.87890625,113383,450.059997558594,560,313.559997558594,368,343.199981689453,409,164.81999206543,179,222.220001220703,267,223.5,227,99,121,82.5,133,249.75,281,217.709991455078,319,99.2200012207031,171,143.089996337891,218,179.580001831055,263,NA,NA,NA,NA,NA,NA,NA,NA
"27-JUN-2024",2024-06-27,8H 32M 2S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,46407.62109375,62715.17578125,48202,112768.859375,65334.90234375,112979,540.539978027344,545,363.47998046875,360,390.779998779297,404,168.100006103516,180,232.059997558594,261,289.5,224,107.25,118,100.5,140,279,278,297.25,319,131.610000610352,171,191.059997558594,215,247.229995727539,262,NA,NA,NA,NA,NA,NA,NA,NA
"25-JUN-2024",2024-06-25,9H 1M 55S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45474.48046875,61554.107421875,47884,108062.87890625,61832.533203125,114070,471.899993896484,526,329.159973144531,364,377.519989013672,424,166.869995117188,190,229.599990844727,269.5,217.5,233,97.5,122,83.25,133,252,294,212.789993286133,326,98.4000015258789,175.5,144.31999206543,227,186.959991455078,283,NA,NA,NA,NA,NA,NA,NA,NA
"25-JUN-2024",2024-06-25,9H 3M 1S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,46293.66015625,62887.734375,47758,114228.4609375,65329.6171875,114489,510.119995117188,524,354.899993896484,368,400.919982910156,425,174.660003662109,191,242.720001220703,270,282.75,236,104.25,120,98.25,137,289.5,293,302.579986572266,326,139.399993896484,178,203.770004272461,230,271.419982910156,287,NA,NA,NA,NA,NA,NA,NA,NA
"21-JUN-2024",2024-06-21,9H 1M 35S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,46002.1015625,62307.384765625,47996.5,107702.8984375,62419.7109375,112586.5,447.719970703125,546,396.239990234375,455,495.299987792969,594,168.100006103516,183,251.739990234375,294,234,236,101.25,120.5,97.5,144,252.75,283,220.990005493164,316.5,102.909996032715,171,189.419998168945,273,282.079986572266,399,NA,NA,NA,NA,NA,NA,NA,NA
"21-JUN-2024",2024-06-21,9H 2M 41S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,46824.240234375,63500.203125,47932.5,113732.359375,65911.78125,113007.5,530.009979248047,554,446.939971923828,459,574.079956054688,598,178.759994506836,189,265.679992675781,297.5,306.75,237,113.25,123,115.5,152.5,291,286,308.320007324219,334,141.654998779297,176,255.429992675781,275,388.269989013672,405.5,NA,NA,NA,NA,NA,NA,NA,NA
"20-JUN-2024",2024-06-20,9H 1M 1S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,45716.4609375,62108.02734375,47840,108838.6015625,62102.25390625,114422,517.139953613281,581,433.679992675781,488,556.919982910156,633,176.300003051758,195,271.419982910156,320,240,242,105.75,126,98.25,143,270,306,243.130004882812,350,114.389999389648,187,202.539993286133,302,295.609985351562,426,NA,NA,NA,NA,NA,NA,NA,NA
"20-JUN-2024",2024-06-20,9H 2M 2S,"Unknown","2.16.0","Unknown","Unknown",600,600,600,280,280,280,511,511,515,515,459,459,498,498,525,525,473,473,422,422,542,542,461,461,683,683,662,662,597,597,527,527,46513.44140625,63284.37890625,47746,114382.6171875,65478.46484375,114404,549.119995117188,581,468.779968261719,491,606.059997558594,636,183.679992675781,193,282.899993896484,318,309.75,239,115.5,127,113.25,147,303,301,330.049987792969,354,152.520004272461,190,275.929992675781,298,413.279998779297,427,NA,NA,NA,NA,NA,NA,NA,NA
